config_id,model,workload,threshold,pair_id,decision,source,similarity,label,outcome
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0021,hit,semantic_cache,0.708217,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0022,hit,semantic_cache,0.752306,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0023,hit,semantic_cache,0.826221,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0024,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0025,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0026,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0027,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0028,hit,semantic_cache,0.709784,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0029,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0030,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0031,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0032,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0033,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0034,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0035,hit,semantic_cache,0.782824,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0036,hit,semantic_cache,0.722978,0,FP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0037,hit,semantic_cache,0.757140,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0038,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0039,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0040,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0041,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0042,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0043,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0044,hit,semantic_cache,0.708496,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0045,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0046,hit,semantic_cache,0.907989,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0047,hit,semantic_cache,0.733750,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0048,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0049,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0050,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0051,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0052,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0053,hit,semantic_cache,0.788433,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0054,hit,semantic_cache,0.797928,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0055,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0056,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0057,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0058,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0059,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0060,hit,semantic_cache,0.726895,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0061,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0062,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0063,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0064,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0065,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0066,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0067,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0068,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0069,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0070,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0071,hit,semantic_cache,0.745666,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0072,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0073,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0074,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0075,hit,semantic_cache,0.735053,0,FP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0076,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0077,hit,semantic_cache,0.880515,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0078,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0079,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0080,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0081,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0082,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0083,hit,semantic_cache,0.833985,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0084,hit,semantic_cache,0.851356,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0085,hit,semantic_cache,0.806441,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0086,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0087,hit,semantic_cache,0.751209,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0088,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0089,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0090,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0091,hit,semantic_cache,0.722190,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0092,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0093,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0094,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0095,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0096,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0097,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0098,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0099,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0100,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0101,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0102,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0103,hit,semantic_cache,0.772276,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0104,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0105,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0106,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0107,hit,semantic_cache,0.761579,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0108,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0109,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0110,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0111,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0112,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0113,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0114,hit,semantic_cache,0.725561,0,FP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0115,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0116,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0117,hit,semantic_cache,0.909368,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0118,hit,semantic_cache,0.700567,0,FP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0119,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0120,hit,semantic_cache,0.885715,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0121,hit,semantic_cache,0.894805,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0122,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0123,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0124,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0125,hit,semantic_cache,0.821911,0,FP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0126,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0127,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0128,hit,semantic_cache,0.740054,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0129,hit,semantic_cache,0.715713,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0130,hit,semantic_cache,0.887151,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0131,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0132,hit,semantic_cache,0.741124,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0133,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0134,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0135,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0136,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0137,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0138,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0139,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0140,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0141,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0142,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0143,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0144,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0145,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0146,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0147,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0148,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0149,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0150,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0151,hit,semantic_cache,0.835826,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0152,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0153,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0154,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0155,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0156,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0157,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0158,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0159,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0160,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0161,hit,semantic_cache,0.905475,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0162,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0163,hit,semantic_cache,0.700752,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0164,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0165,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0166,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0167,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0168,hit,semantic_cache,0.878141,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0169,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0170,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0171,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0172,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0173,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0174,hit,semantic_cache,0.718760,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0175,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0176,hit,semantic_cache,0.791926,0,FP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0177,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0178,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0179,hit,semantic_cache,0.713971,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0180,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0181,hit,semantic_cache,0.766550,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0182,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0183,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0184,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0185,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0186,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0187,hit,semantic_cache,0.816690,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0188,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0189,hit,semantic_cache,0.743856,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0190,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0191,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0192,hit,semantic_cache,0.826104,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0193,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0194,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0195,hit,semantic_cache,0.778345,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0196,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0197,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0198,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0199,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0200,hit,semantic_cache,0.721701,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0201,hit,semantic_cache,0.834627,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0202,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0203,hit,semantic_cache,1.000000,1,TP
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0204,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0205,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0206,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0207,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0208,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0209,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0210,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0211,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0212,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0213,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0214,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0215,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0216,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0217,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0218,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0219,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0220,miss,llm,,1,FN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0221,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0222,miss,llm,,0,TN
all-MiniLM-L6-v2|faq|0.70,all-MiniLM-L6-v2,faq,0.70,faq-0223,miss,llm,,0,TN
